    |             BAT_NAME|     RA|    DEC|    SNR|              COUNTERPART_NAME|                     OTHER_NAME| CTPT_RA|CTPT_DEC|    FLUX| FLUX_LO| FLUX_HI|CONTA|GAMM|GAMM|GAMM|  CHI_SQ_R|REDSHIF|  LUM|ASSOC_STREN|        CL2|                 TYPE
#   |                     |    deg|    deg|       |                              |                               |     deg|     deg|10^-12er|10^-12er|10^-12er|     |    |    |    |          |       |log[e|           |           |
 325|   SWIFT J0615.8+7101| 93.911| 71.030|  73.71|                         Mrk 3|                               | 93.9015| 71.0375|  150.12|  148.14|  152.69|  0.0|1.68|1.64|1.72|      7.60| 0.0135|43.79|           |         50|Sy1.9
 326|   SWIFT J0617.2+0907| 94.279|  9.138| 236.68|                   4U 0614+091|                               | 94.2804|  9.1369|  438.29|  436.42|  440.73|  0.0|2.54|2.52|2.56|      4.20|       |     |           |        190|LMXB
 327|   SWIFT J0623.3-6438| 95.852|-64.611|   7.31|       2MASX J06230765-6436211|                               | 95.7821|-64.6057|   11.64|   10.02|   13.74|  0.0|1.98|1.53|2.51|      2.20| 0.1289|44.71|           |         80|Beamed AGN
 328|   SWIFT J0623.8+6445| 96.173| 64.800|   6.58|           NVSS J062335+644538|                               | 95.8964| 64.7601|    6.50|    4.69|    8.46|  0.0|3.02|2.12|4.47|      0.90| 0.0860|44.08|           |         40|Sy1
 329|   SWIFT J0623.9-6058| 95.936|-60.981|  16.54|                ESO 121-IG 028|                               | 95.9400|-60.9790|   29.69|   27.09|   32.45|  0.0|1.81|1.62|2.00|      0.20| 0.0403|44.05|           |         50|Sy2
 330|   SWIFT J0623.8-3215| 95.935|-32.233|  12.38|                ESO 426- G 002|                               | 95.9434|-32.2166|   24.12|   21.18|   27.23|  0.0|1.83|1.60|2.08|      0.70| 0.0224|43.44|           |         50|Sy2
 331|   SWIFT J0623.9-0939| 96.004| -9.656|   8.03|     SWIFT J062406.05-093855.0|                               | 96.0252| -9.6486|   10.90|    8.84|   13.13|  0.0|3.01|2.47|3.74|      0.70|       |     |           |         90|CV
 332|   SWIFT J0625.1+7336| 96.287| 73.582|  13.30|                        MU Cam|                               | 96.3176| 73.5775|   15.58|   14.12|   16.60|  0.0|3.10|2.80|3.43|      2.70|       |     |           |         90|CV
 333|   SWIFT J0626.6+0729| 96.643|  7.473|   6.53|       2MASX J06262702+0727287|                               | 96.6126|  7.4580|   15.78|   12.62|   18.04|  0.0|1.87|1.42|2.39|      1.00|       |     |           |         70|Unknown AGN
 334|   SWIFT J0626.6-3702| 96.610|-37.014|   9.27|           6dF J0626586-370559|                               | 96.7442|-37.0996|   13.11|   10.84|   14.73|  0.0|1.95|1.55|2.40|      0.60| 0.0393|43.67|           |         50|Sy1.9
 335|   SWIFT J0630.7+6342| 98.316| 63.695|   5.09|                     UGC 03478|                               | 98.1965| 63.6737|    8.40|    6.15|    9.96|  0.0|2.35|1.79|3.08|      1.60| 0.0128|42.49|           |         40|Sy1.2
 336|   SWIFT J0630.9+1129| 97.670| 11.549|   7.63|        SWIFT J063107.4+112754|                               | 97.7800| 11.4652|   13.57|   10.78|   15.56|  0.0|2.22|1.75|2.81|      1.80|       |     |           |         12|U2
 337|   SWIFT J0632.8+6343| 97.658| 63.693|   5.11|                    VII Zw 073|                               | 97.6065| 63.6781|    9.98|    7.32|   14.03|  0.0|1.47|0.62|2.40|      0.20| 0.0413|43.60|           |         50|Sy2
 338|   SWIFT J0634.7-7445| 98.370|-74.753|   6.42|         1RXS J063401.1-744629|                               | 98.5046|-74.7747|   10.23|    8.47|   12.91|  0.0|2.11|1.60|2.72|      0.10|       |     |           |         40|Sy1
 339|   SWIFT J0635.1+2229| 98.783| 22.473|   6.17|             CIZA J0635.0+2231|                               | 98.7642| 22.5250|    9.35|    7.67|   11.92|  0.0|3.12|2.40|4.14|      0.70|       |     |           |         30|Galaxy Cluster
 340|   SWIFT J0635.8-7514| 99.016|-75.280|   9.57|                  PKS 0637-752|                               | 98.9438|-75.2713|   16.52|   14.69|   19.31|  0.0|2.00|1.69|2.35|      0.70| 0.6510|46.48|           |         80|Beamed AGN
 341|   SWIFT J0636.6+3536| 99.143| 35.584|   8.38|         1RXS J063631.9+353537|                               | 99.1329| 35.5936|   13.36|   11.67|   15.44|  0.0|2.75|2.31|3.30|      0.90|       |     |           |         90|CV
 342|   SWIFT J0640.4-2554|100.049|-25.904|  20.40|                 ESO 490-IG026|                               |100.0487|-25.8954|   39.49|   37.51|   41.93|  0.0|1.93|1.78|2.08|      0.30| 0.0248|43.74|           |         40|Sy1.2
 343|   SWIFT J0640.0-4737| 99.997|-47.672|   5.66|     SWIFT J064013.50-474132.9|                               |100.0567|-47.6927|   15.42|   13.03|   18.36|  0.0|1.06|0.00|1.59|      2.20|       |     |           |         12|U2
 344|   SWIFT J0640.1-4328|100.161|-43.343|  10.34|       2MASX J06403799-4321211|                               |100.1583|-43.3558|   22.19|   20.12|   24.73|  0.0|1.52|1.26|1.79|      0.80| 0.0610|44.30|           |         50|Sy2
 345|   SWIFT J0641.3+3257|100.330| 32.854|  12.63|       2MASX J06411806+3249313|                               |100.3252| 32.8254|   31.87|   27.87|   34.97|  0.0|1.75|1.50|2.01|      1.70| 0.0470|44.22|           |         50|Sy2
 346|   SWIFT J0645.9+5303|101.524| 53.053|   5.44|                      UGC 3533|                               |101.6108| 53.0758|   10.14|    6.84|   12.71|  0.0|1.93|1.39|2.56|      1.20| 0.0359|43.48|           |         50|Sy2
 347|   SWIFT J0651.9+7426|103.080| 74.435|  31.79|                         Mrk 6|                               |103.0511| 74.4271|   56.70|   53.80|   58.96|  0.0|1.91|1.82|2.00|      2.80| 0.0188|43.66|           |         40|Sy1.5
 348|   SWIFT J0654.6+0700|103.632|  7.045|   7.84|             1WGA J0654.5+0703|                               |103.6412|  7.0533|   16.34|   12.71|   19.16|  0.0|2.05|1.62|2.56|      0.70|       |     |           |         50|Sy1.9
 349|   SWIFT J0655.8+3957|103.930| 39.992|   8.62|                     UGC 03601|                               |103.9564| 40.0002|   18.22|   14.73|   20.93|  0.0|1.97|1.61|2.39|      0.70| 0.0171|43.08|           |         50|Sy1.9
 350|   SWIFT J0656.4-4921|104.073|-49.335|   6.16|       2MASX J06561197-4919499|                               |104.0498|-49.3306|   10.91|    8.42|   12.80|  0.0|1.83|1.29|2.46|      0.60| 0.0410|43.63|           |         50|Sy2
 351|   SWIFT J0658.3-0712|104.572| -7.227|  48.42|                       2E 1752|                               |104.5720| -7.2098|   60.44|   58.71|   61.77|  0.0|3.31|3.20|3.42|      3.90|       |     |           |        180|HMXB
 352|   SWIFT J0658.5-5556|104.630|-55.945|   5.15|                Bullet Cluster|                               |104.6217|-55.9528|    6.23|    4.43|    7.57|  0.0|2.67|1.84|3.98|      0.70|       |     |           |         30|Galaxy Cluster
 353|   SWIFT J0659.3+2406|104.823| 24.084|   5.72|       2MASX J06591070+2401400|                               |104.7945| 24.0278|   11.73|    8.76|   13.99|  0.0|2.16|1.62|2.81|      1.90|       |     |           |         50|Sy2
 354|   SWIFT J0701.3-3235|105.301|-32.613|   5.25|       2MASX J07011026-3234534|                               |105.2927|-32.5814|    9.54|    7.04|   12.25|  0.0|1.90|1.37|2.54|      1.00| 0.0438|43.63|           |         70|Unknown AGN
 355|   SWIFT J0704.4+2625|106.076| 26.490|   5.06|         1RXS J070407.9+262501|                               |106.0329| 26.4169|    7.15|    5.03|    9.47|  0.0|2.83|2.01|4.12|      1.10|       |     |           |         90|CV
 356|   SWIFT J0706.8+0325|106.680|  3.433|   4.96|         1RXS J070648.8+032450|                               |106.7032|  3.4130|    7.82|    5.43|   10.42|  0.0|2.53|1.81|3.49|      1.90|       |     |           |         90|CV
 357|   SWIFT J0707.1+6433|106.772| 64.605|   5.89|                    VII Zw 118|                               |106.8047| 64.5997|    9.29|    7.05|   11.71|  0.0|2.23|1.69|2.89|      0.70| 0.0797|44.16|           |         40|Sy1
 358|   SWIFT J0709.0-4642|107.225|-46.745|   6.88|       2MASX J07084326-4642494|                               |107.1803|-46.7137|   13.41|   10.71|   16.65|  0.0|1.66|1.23|2.13|      0.80| 0.0469|43.84|           |         50|Sy2
 359|   SWIFT J0709.3-1527|107.329|-15.437|   6.33|                   PKS 0706-15|                               |107.3011|-15.4501|    7.37|    5.74|    9.36|  0.0|3.42|2.63|4.74|      0.40|       |     |           |         80|Beamed AGN
 360|   SWIFT J0709.4-3559|107.333|-35.988|  10.50|                   PKS 0707-35|                               |107.3087|-36.0227|   21.34|   18.66|   24.55|  0.0|1.72|1.45|2.00|      0.50| 0.1108|44.83|           |         50|Sy2
 361|   SWIFT J0710.3+5908|107.635| 59.140|  15.38|       2MASX J07103005+5908202|                               |107.6253| 59.1390|   24.06|   21.76|   26.83|  0.0|2.28|2.04|2.54|      2.10| 0.1250|44.99|           |         80|Beamed AGN
 362|   SWIFT J0714.2+3518|108.550| 35.321|   9.25|                MCG +06-16-028|                               |108.5161| 35.2793|   19.24|   16.33|   22.73|  0.0|1.99|1.68|2.33|      1.40| 0.0157|43.03|           |         50|Sy1.9
 363|   SWIFT J0714.3+4541|108.535| 45.683|   4.74|                       Mrk 376|                               |108.5628| 45.6988|    8.74|    6.21|   10.65|  0.0|2.04|1.43|2.83|      0.50| 0.0560|43.82|           |         40|Sy1.2
 364|   SWIFT J0714.7-2521|108.634|-25.306|   9.78|            SWIFT J0714.7-2521|                               |108.6546|-25.2899|   18.90|   16.24|   20.90|  0.0|1.86|1.54|2.21|      0.30|       |     |           |         12|U2
 365|   SWIFT J0717.8-2156|109.447|-21.942|   5.35|         1RXS J071748.9-215306|                               |109.4508|-21.8839|    6.53|    4.78|    7.85|  0.0|2.96|2.24|4.06|      0.40|       |     |           |         12|U2
 366|   SWIFT J0718.1+4403|109.524| 44.082|  13.14|               RX J0718.0+4405|                               |109.5024| 44.0909|   22.53|   20.11|   24.34|  0.0|2.23|1.98|2.50|      1.40| 0.0614|44.31|           |         40|Sy1.5
 367|   SWIFT J0723.8-0804|110.925| -8.069|   6.51|         1RXS J072352.4-080623|                               |110.9712| -8.1033|   14.46|   11.46|   18.20|  0.0|1.71|1.22|2.26|      0.80|       |     |           |         12|U2
 368|   SWIFT J0725.7-0055|111.478| -0.942|   6.31|                  PKS 0723-008|                               |111.4610| -0.9157|   14.85|   11.75|   18.73|  0.0|1.75|1.29|2.26|      1.50| 0.1280|44.81|           |         80|Beamed AGN
 369|   SWIFT J0725.8+3000|111.352| 30.018|   5.23|                  CGCG 147-020|                               |111.4057| 29.9541|    9.21|    6.64|   12.48|  0.0|2.19|1.51|3.14|      0.80| 0.0188|42.87|           |         50|Sy2
 370|   SWIFT J0726.6-3552|111.635|-35.894|   9.07|       2MASX J07262635-3554214|                               |111.6098|-35.9060|   18.94|   16.39|   22.13|  0.0|1.67|1.37|1.98|      1.20| 0.0294|43.57|           |         50|Sy2
 371|   SWIFT J0726.5+3659|111.664| 37.001|   6.12|       2MASX J07263532+3700028|                               |111.6472| 37.0008|   12.01|    9.29|   14.53|  0.0|2.07|1.54|2.74|      0.40| 0.1900|45.09|           |         40|Sy1
 372|   SWIFT J0727.4-2408|111.853|-24.116|   8.40|         1RXS J072720.8-240629|                               |111.8951|-24.1039|   19.05|   16.06|   21.85|  0.0|1.55|1.14|1.97|      1.00| 0.1230|44.88|           |         50|Sy1.9
 373|   SWIFT J0728.8-2605|112.224|-26.113|  19.58|                    4U 0728-25|                               |112.2233|-26.1081|   21.78|   20.38|   23.09|  0.0|3.56|3.29|3.86|      1.70|       |     |           |        180|HMXB
 374|   SWIFT J0731.5+0957|112.860|  9.926|  16.83|                        BG CMi|                               |112.8708|  9.9396|   23.56|   21.74|   25.27|  0.0|3.24|2.98|3.53|      1.90|       |     |           |         90|CV
 375|   SWIFT J0732.5-1331|113.167|-13.509|  18.63|        SWIFT J073237.6-133109|                               |113.1563|-13.5178|   28.04|   25.92|   30.03|  0.0|2.63|2.44|2.85|      2.40|       |     |           |         90|CV
 376|   SWIFT J0733.2+4558|113.225| 45.972|   6.54|         1RXS J073308.7+455511|                               |113.2883| 45.9184|   10.44|    8.11|   12.86|  0.0|2.21|1.69|2.88|      1.00| 0.1414|44.75|           |         40|Sy1
 377|   SWIFT J0733.9+5156|113.404| 51.931|   5.38|       2MASX J07332681+5153560|                               |113.3617| 51.8989|    8.17|    6.00|   10.44|  0.0|2.32|1.61|3.25|      1.70|       |     |           |         80|Beamed AGN
 378|   SWIFT J0736.9+5846|114.334| 58.800|   6.54|                         Mrk 9|                               |114.2374| 58.7704|    9.84|    7.65|   12.12|  0.0|2.23|1.77|2.77|      1.40| 0.0399|43.56|           |         40|Sy1.2
 379|   SWIFT J0739.7-3142|114.897|-31.720|  14.47|       2MASX J07394469-3143024|                               |114.9362|-31.7174|   27.78|   25.17|   30.53|  0.0|1.74|1.53|1.97|      0.60| 0.0258|43.63|           |         50|Sy2
 380|   SWIFT J0741.4-5447|115.348|-54.743|   6.42|       2MASX J07410919-5447461|                               |115.2884|-54.7961|   12.11|    9.66|   14.66|  0.0|1.69|1.24|2.18|      1.00|       |     |           |         70|Unknown AGN
 381|   SWIFT J0742.3+8024|115.531| 80.438|   5.33|                      3C 184.1|                               |115.7553| 80.4406|    9.45|    6.64|   11.62|  0.0|1.83|1.28|2.47|      0.70| 0.1182|44.53|           |         40|Sy1
 382|   SWIFT J0742.5+4948|115.623| 49.812|  25.31|                        Mrk 79|                               |115.6367| 49.8097|   42.72|   39.97|   44.86|  0.0|2.13|2.00|2.26|      1.80| 0.0222|43.68|           |         40|Sy1.5
 383|   SWIFT J0743.0+6513|115.791| 65.190|   5.68|                        Mrk 78|                               |115.6739| 65.1771|    9.96|    7.17|   12.11|  0.0|2.01|1.51|2.57|      2.40| 0.0371|43.50|           |         50|Sy2
 384|   SWIFT J0743.3-2546|115.799|-25.778|  11.74|                    LEDA 86073|                               |115.8114|-25.7639|   19.54|   16.77|   21.69|  0.0|2.18|1.89|2.51|      0.80| 0.0230|43.37|           |         40|Sy1.2
 385|   SWIFT J0744.0+2914|116.015| 29.271|   9.63|                    UGC 03995A|                               |116.0296| 29.2493|   22.41|   19.30|   25.23|  0.0|1.76|1.49|2.04|      1.90| 0.0159|43.11|           |         50|Sy2
 386|   SWIFT J0746.3-1608|116.582|-16.178|  12.03|         1RXS J074616.8-161127|                               |116.5700|-16.1908|   16.26|   14.42|   17.95|  0.0|2.94|2.60|3.35|      0.80|       |     |           |         90|CV
 387|   SWIFT J0746.3+2548|116.587| 25.808|  12.69|                    B2 0743+25|                               |116.6078| 25.8173|   36.01|   32.51|   39.17|  0.0|1.43|1.19|1.67|      0.60| 2.9793|48.44|           |         80|Beamed AGN
 388|   SWIFT J0747.2-1920|116.882|-19.276|   7.67|                   PKS 0745-19|                               |116.8805|-19.2944|    8.56|    7.45|    9.61|  0.0|4.89|4.05|6.09|      0.40|       |     |           |         30|Galaxy Cluster
 389|   SWIFT J0747.5+6057|116.812| 60.921|   8.25|                        Mrk 10|                               |116.8714| 60.9335|   15.02|   12.47|   17.35|  0.0|1.85|1.50|2.25|      0.80| 0.0293|43.47|           |         40|Sy1.5
 390|   SWIFT J0747.6-7326|117.006|-73.451|   6.60|       2MASX J07473839-7325533|                               |116.9098|-73.4314|   12.46|   10.03|   14.89|  0.0|1.79|1.42|2.20|      2.40| 0.0367|43.59|           |         50|Sy2
 391|   SWIFT J0748.8-6743|117.137|-67.753| 120.60|                  EXO 0748-676|                               |117.1388|-67.7500|  177.52|  175.44|  179.60|  0.0|2.21|2.18|2.24|      3.60|       |     |           |        190|LMXB
 392|   SWIFT J0749.7-3218|117.385|-32.276|   4.92|        SWIFT J074940.0-321536|                               |117.3832|-32.2599|    5.83|    4.15|    7.43|  0.0|2.89|2.05|4.03|      1.60|       |     |           |         90|CV
 393|   SWIFT J0750.9+1439|117.824| 14.747|  22.56|                        PQ Gem|                               |117.8225| 14.7402|   32.47|   30.43|   34.52|  0.0|2.91|2.72|3.12|      1.30|       |     |           |         90|CV
 394|   SWIFT J0752.2+1937|118.087| 19.630|   9.60|       2MASX J07521780+1935423|                               |118.0743| 19.5951|   16.84|   14.13|   19.35|  0.0|2.21|1.84|2.66|      0.30| 0.1172|44.78|           |         40|Sy1.5
 395|   SWIFT J0753.1+4559|118.242| 45.988|   6.76|                  B3 0749+460A|                               |118.1842| 45.9493|   14.87|   11.99|   17.54|  0.0|1.68|1.29|2.09|      1.50| 0.0518|43.98|           |         50|Sy1.9
 396|   SWIFT J0755.4+8402|119.011| 83.997|   5.33|         1RXS J075813.2+835637|                               |119.5550| 83.9436|    5.97|    4.09|    7.75|  0.0|2.53|1.66|3.88|      0.80|       |     |           |         12|U2
 397|   SWIFT J0756.3-4137|119.032|-41.647|   7.25|       2MASX J07561963-4137420|                               |119.0817|-41.6284|   14.10|   11.28|   16.71|  0.0|1.67|1.21|2.18|      0.70| 0.0210|43.15|           |         50|Sy2
